598014,398506,Mandeep Singh,2,8,0
598014,5390,AC Gilchrist,0,2,0
598014,532856,M Vohra,3,6,0
598014,5766,DJ Hussey,41,31,1
598014,537124,Gurkeerat Singh,10,15,0
598014,33870,R Sathish,11,12,0
598014,39024,Azhar Mahmood,23,20,0
598014,32966,PP Chawla,7,9,0
598014,5779,RJ Harris,2,3,0
598014,30732,P Kumar,15,7,1
598014,323131,P Awana,0,1,0
598014,8180,SR Watson,32,19,0
598014,277916,AM Rahane,34,42,0
598014,28114,R Dravid,9,12,0
598014,27223,STR Binny,0,4,0
598014,5674,BJ Hodge,15,16,0
598014,425943,SV Samson,27,23,0
